Company Name,Triggers,Description,Primary Industry,Size,Type,Location,HQ_STATE,HQ_CITY,Country,Domain,LinkedIn URL,Enrich Company,Employee Count,Founded,Follower Count,Research company ICP with AI,Confidence,Evidence Quote,Role,Has ngAbs Program,Company Research Narrative,Conference Presence,Modality Types,Antibody Trials Overview,ngAb Press Mentions (News),NA Site Classification,Record ID,Site Verdict,Lab & Process Job Openings,LinkedIn URL (Confirmed Only),Update People Search (Find people Table) - 2026-06-03T17:04:45.167Z,Contacts,data status,Share,NA Site Verdict,NA Sites Detail,Review Disposition,Review Note,Reclassify Verdict,Reclassify Evidence
Cangene bioPharma,,"Emergent BioSolutions has acquired Cangene bioPharma. 

Emergent BioSolutions is a global specialty biopharmaceutical company seeking to protect and enhance life by offering specialized products to healthcare providers and governments to address medical needs and emerging health threats. Emergent's mission is simple - to protect and enhance life.
Emergent BioSolutions contract manufacturing site (previously known as Cangene bioPharma) provides fill/finish services to pharmaceutical and biotechnology companies from its Baltimore, Maryland manufacturing plant. 

The contract manufacturing plant aseptically fills liquid and lyophilized products in vials and syringes. The site currently produces 24 commercial products and since 1990 has contributed to the development and production of more than 185 clinical products. Emergent BioSolutions’ fill/finish manufacturing plant has been inspected and approved by regulatory agencies in the US, EU, Brazil, Middle East and Japan. Products manufactured for clients are distributed to over 50 countries worldwide.",Pharmaceutical Manufacturing,"1,001-5,000 employees",Privately Held,"Rockville, Maryland",Maryland,Rockville,United States,emergentcontractmanufacturing.com,https://www.linkedin.com/company/cangene-biopharma,Cangene bioPharma,82,1980,884,Response,high,From emergentcontractmanufacturing.com (services/capabilities snapshot PDF): 'Platform Technologies – ... ADAPTIR™ (Mono and Multi-Specific Protein Therapeutic)',CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies. Verdict: yes (confidence: high). Evidence: From emergentcontractmanufacturing.com (services/capabilities snapshot PDF): 'Platform Technologies – ... ADAPTIR™ (Mono and Multi-Specific Protein Therapeutic)'.",Response,"bispecific antibodies, multispecific antibodies",Response,❌ No Results Found,Response,reci1BMA9FFCt2CjY,confirmed,❌ No Job Found,https://www.linkedin.com/company/cangene-biopharma,People Search Updated,,,,,,,,,
Crystal Pharmatech,,"Crystal Pharmatech is a global leader in solid-state research, preformulation, formulation development, and GMP manufacturing, focused on enabling the successful translation of small molecule drug candidates into robust, scalable medicines.

Since 2010, we have partnered with pharmaceutical and biotechnology companies to solve critical challenges at the interface of molecule, material, and drug product. Our science-driven approach integrates solid-state characterization, crystallization, formulation design, and manufacturing to reduce development risk and improve clinical success.

From early developability assessment through formulation and GMP production, we deliver seamless execution grounded in deep scientific understanding—ensuring that processes developed in the lab translate reliably into manufacturing.

Unlike broad, full-service CRO/CDMO platforms, Crystal Pharmatech is built on depth of expertise. We are engaged when decisions matter most—solid form selection, developability assessment, formulation strategy, and manufacturing readiness—where the right choices early define the success of a program.

With a global presence across the United States, Canada, and China, and experience supporting over 4,000 compounds, we bring a First-Time-Right mindset to every project.

Crystal Pharmatech works closely with affiliated companies including Crystal Bio Solutions and Crystal NAX, extending capabilities into biologics and nucleic acid therapeutics.",Biotechnology Research,201-500 employees,Privately Held,"Cranbury, New Jersey",New Jersey,Cranbury,United States,crystalpharmatech.com,https://www.linkedin.com/company/crystal-pharmatech,Crystal Pharmatech,77,2010,7449,Response,high,"From the About page: 'under Crystal Bio Solutions, we deliver bioanalytical and biomarker testing, biologics characterization and CMC analytics, and clinical pharmacology.' From the Careers page: '+ Independently conduct LC-MS method development for biologics (e.g., ADC, mAB, protein, peptide, oligonucleotide, etc.) in support of developability assessment, comparability assessment, in-depth characterization, biotransformation, and CQA related analysis.'",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the About page: 'under Crystal Bio Solutions, we deliver bioanalytical and biomarker testing, biologics characterization and CMC analytics, and clinical pharmacology.' From the Careers page: '+ Independently conduct LC-MS method development for biologics (e.g., ADC, mAB, protein, peptide, oligonucleotide, etc.) in support of developability assessment, comparability assessment, in-depth characterization, biotransformation, and CQA related analysis.'.",Response,ADCs,Response,✅ 1 Results Found,Response,recrGScDg25NGBQmY,confirmed,❌ No Job Found,https://www.linkedin.com/company/crystal-pharmatech,People Search Updated,Shannon Bi,,,,,,,,
SpectronRx,,"SpectronRx is a radiopharmaceutical CDMO/CMO that is FDA and EMA-inspected. We are licensed to handle multiple pharmaceutical-grade Therapeutic and Diagnostic isotopes, including Pb-212, Lu-177, Ac-225, and I-131, for various clinical applications. We operate under a quality program that has been inspected by the FDA with approved drugs FDG, NaF and Ammonia. SpectronRx also provides labeling and contract manufacturing services related to Lu-177, Ac-225, I-131, I-124, In-111, Zr-89, Cu-64 and F-18.",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Indianapolis, South Bend, Bunker Hill Indiana and Danbury, CT",South Bend,Indianapolis,United States,spectronrx.com,https://www.linkedin.com/company/spectronrx,SpectronRx,138,2004,7329,Response,high,"From the Brochure (SpectronRx-Brochure.pdf): ""As proven experts in monoclonal antibody labeling with a variety of isotopes, we are a logistics champion of import/export, and one of the world's top-tier experts in isotope production and procurement .""",CDMO service provider,yes,"CDMO service provider developing radioimmunoconjugates, antibody fragments. Verdict: yes (confidence: high). Evidence: From the Brochure (SpectronRx-Brochure.pdf): ""As proven experts in monoclonal antibody labeling with a variety of isotopes, we are a logistics champion of import/export, and one of the world's top-tier experts in isotope production and procurement ."".",Response,"radioimmunoconjugates, antibody fragments",Response,✅ 10 Results Found,Response,rec3gmeOq0pPWuGg3,confirmed,❌ No Job Found,https://www.linkedin.com/company/spectronrx,People Search Updated,,,,,,,,,
"Wheeler Bio, Inc.",,"Wheeler Bio is a pioneering Contract Development and Manufacturing Organization (CDMO) focused on accelerating the discovery-to-clinic process for biopharmaceutical companies. Through a unique partnering model, we aim to address industry bottlenecks by facilitating smoother transitions between discovery to clinical development, empowering innovators to bring novel antibody and antibody-like therapeutics to market with precision, speed, and optimized cost without compromising quality. 

Wheeler Bio specializes in mammalian cell line and process development, GLP Tox material supply, and cGMP clinical supply, leveraging our ModularCMCTM platform to streamline the pathway from innovation to clinical trials. Our approach has been purposefully designed to reduce lifecycle challenges, enhance efficiency, and foster lasting collaborations within the biopharma industry.",Biotechnology,51-200 employees,Privately Held,"Oklahoma City, Oklahoma",Oklahoma,Oklahoma City,United States,wheelerbio.com,https://www.linkedin.com/company/wheeler-bio,"Wheeler Bio, Inc.",73,2020,6986,Response,high,"From the About Us page: ""Wheeler Bio is an innovative contract development and manufacturing organization (CDMO) specializing in the development and cGMP manufacturing of large molecule biologics, including antibody-based therapeutics, bispecific antibodies, fusion proteins, and other complex biologics.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the About Us page: ""Wheeler Bio is an innovative contract development and manufacturing organization (CDMO) specializing in the development and cGMP manufacturing of large molecule biologics, including antibody-based therapeutics, bispecific antibodies, fusion proteins, and other complex biologics."".",Response,"bispecific antibodies, Fc-fusion proteins",Response,✅ 4 Results Found,Response,rec0Xkl3CsFQWamRF,confirmed,❌ No Job Found,https://www.linkedin.com/company/wheeler-bio,People Search Updated,,,,,,,,,
"Lannett Company, Inc.",,"Founded in 1942, Lannett Company, Inc. has an extensive history of manufacturing various unique pharmaceutical indications including over 100 currently distributed products. 

As a long-established CDMO, we utilize our deep industry knowledge and provide our clients with ideal end-to-end solutions that meet their needs. 

Safety, quality, and productivity are of the utmost importance when choosing a manufacturing partner. 

Understanding this, our dedicated staff utilizes in-house talent and manufacturing capacities (3.5B Oral Solid doses and 2.0M liters of liquids per year) to ensure that these business objectives are met.",Pharmaceutical Manufacturing,"1,001-5,000 employees",Public Company,"Trevose, Pennsylvania",Pennsylvania,Trevose,United States,lannett.com,https://www.linkedin.com/company/lannett-company,"Lannett Company, Inc.",495,1942,6923,Response,medium,From the Contract Pharma news report on Lannett's portfolio acquisition: 'Will collaborate to design and discover next-generation antibodies for up to two antibody therapeutic programs.',developer,yes,developer developing none. Verdict: yes (confidence: medium). Evidence: From the Contract Pharma news report on Lannett's portfolio acquisition: 'Will collaborate to design and discover next-generation antibodies for up to two antibody therapeutic programs.'.,Response,none,Response,✅ 10 Results Found,Response,recfmKBsauomoBczS,confirmed,❌ No Job Found,https://www.linkedin.com/company/lannett-company,People Search Updated,,,,,,,,,
Eurofins CDMO Alphora,,"Eurofins CDMO Alphora Inc. is a Canadian contract development and manufacturing organization providing integrated process development and GMP manufacturing for small molecule Drug Substance (Active Pharmaceutical Ingredients), Drug Products, and Biologics within the Eurofins global network of companies.

We specialize in a full suite of drug development services and manufacturing capabilities at our FDA and Health Canada-approved facilities, delivering sustainable and flexible solutions that support biopharmaceutical companies from pre-clinical phases to commercialization.",Pharmaceutical Manufacturing,201-500 employees,Privately Held,"Mississauga, Ontario",Ontario,Mississauga,Canada,eurofins.com,https://www.linkedin.com/company/cdmo-alphora,Eurofins,24611,,847179,Response,high,"From the Eurofins CDMO Alphora page: ""Development & GMP Manufacture of Monoclonal Antibodies (mAbs), Proteins, and Antibody-Drug Conjugates (ADCs): 200L and 2000L (coming 2026)""; From the Pharma Newsletter (Pilot facility) page: ""Integrated ADC Services: By consolidating our deep expertise in linker and warhead development with our new biologics manufacturing capacity, we now offer an end-to-end solution for antibody drug conjugate (ADC) production, all under one roof.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the Eurofins CDMO Alphora page: ""Development & GMP Manufacture of Monoclonal Antibodies (mAbs), Proteins, and Antibody-Drug Conjugates (ADCs): 200L and 2000L (coming 2026)""; From the Pharma Newsletter (Pilot facility) page: ""Integrated ADC Services: By consolidating our deep expertise in linker and warhead development with our new biologics manufacturing capacity, we now offer an end-to-end solution for antibody drug conjugate (ADC) production, all under one roof."".",Response,ADCs,Response,✅ 6 Results Found,Response,recQ6zF2fblwlUMP8,confirmed,❌ No Job Found,https://www.linkedin.com/company/cdmo-alphora,People Search Updated,,,,,,,,,
GBI Bio,,"GBI, based near Fort Lauderdale, Florida, is a fully integrated, customer-focused cGMP Contract Development Manufacturing Organization (CDMO) of Biosimilar and innovative monoclonal antibodies, recombinant proteins, vaccines, Antibody Drug Conjugates (ADCs), and other bioconjugates. 

GBI offers a wide range of Single Source Solution services, including cell line development, GMP master cell banking, proof-of-concept development, cell culture, purification, and bioconjugation process development, scale-up, GLP pilot manufacturing for Tox animal studies, and cGMP manufacturing with fill & finish for human clinical trials.  

These core services are complemented by full support relative to assay development and qualification, analytical and microbiological Quality Control (QC), and Quality Assurance and Regulatory Affairs (QA/RA).  With over 20 years of experience as an independent contract development and manufacturing service provider, GBI has worked with organizations of all sizes, from academic research institutions and virtual biotech start-ups to large, established multinational corporations.",Biotechnology Research,51-200 employees,Privately Held,"Fort Lauderdale, Florida",Florida,Fort Lauderdale,United States,gbibio.com,https://www.linkedin.com/company/gbi-bio,GBI Bio,87,,6194,Response,high,"From the Bioconjugation Services page: ""As a top-tier US-based CDMO, GBI offers comprehensive bioconjugation services to support the full life cycle of antibody conjugates and complex biologics."" From the Innovation in Bispecific and Multi-Specific Antibody Engineering page: ""[GBI Bio] applies its decades of experience to ensure the development of manufacturing protocols for bispecific and multi-specific antibodies meet all technical and regulatory requirements.""",CDMO service provider,yes,"CDMO service provider developing bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, radioimmunoconjugates, antibody fragments. Verdict: yes (confidence: high). Evidence: From the Bioconjugation Services page: ""As a top-tier US-based CDMO, GBI offers comprehensive bioconjugation services to support the full life cycle of antibody conjugates and complex biologics."" From the Innovation in Bispecific and Multi-Specific Antibody Engineering page: ""[GBI Bio] applies its decades of experience to ensure the development of manufacturing protocols for bispecific and multi-specific antibodies meet all technical and regulatory requirements."".",Response,"bispecific antibodies, multispecific antibodies, trispecific antibodies, ADCs, radioimmunoconjugates, antibody fragments",Response,✅ 10 Results Found,Response,recVKRoKvuYXsKCY4,confirmed,❌ No Job Found,https://www.linkedin.com/company/gbi-bio,People Search Updated,Andrew Majdoch,,,,,,,,
Harbour BioMed,,"Harbour BioMed (HKEX: 02142) is a global biopharmaceutical company committed to the discovery, development and commercialization of novel antibody therapeutics focusing on oncology and immunology. The Company is building its robust portfolio and differentiated pipeline through internal R&D capability, collaborations with co-discovery and co-development partners and select acquisitions.

The Company’s proprietary antibody technology platforms Harbour Mice generate fully human monoclonal antibodies in two heavy and two light chain (H2L2) format, as well as heavy chain only (HCAb) format. Building upon the HCAb antibodies, the HCAb-based immune cell engagers (HBICE) are capable of delivering tumor killing effects unachievable by traditional combination therapies. Integrating Harbour Mice with single B cell cloning platform, our antibody discovery engine is highly unique and efficient for development of next generation therapeutic antibodies.  

 
For more information, please visit www.harbourbiomed.com",Biotechnology Research,201-500 employees,Public Company,"Cambridge, Massachusetts",Massachusetts,Cambridge,United States,harbourbiomed.com,https://www.linkedin.com/company/harbour-biomed,Harbour BioMed,111,,6131,Response,high,"From the Homepage: ""Our proprietary antibody technology platform, Harbour Mice ® , generates fully human monoclonal antibodies in both the conventional two heavy and two light chain (H2L2) format and the heavy chain-only (HCAb) format. Building upon HCAb antibodies, the HCAb-based immune cell engagers (HBICE ® ) bispecific antibody technology enables tumor-killing effects that traditional combination therapies cannot achieve. The HCAb-based Antibody Plus technology (HCAb PLUS TM ) provides comprehensive modality solutions for the development of innovative multi-specific medicines in different disease areas.""",platform company,yes,"platform company developing bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs. Verdict: yes (confidence: high). Evidence: From the Homepage: ""Our proprietary antibody technology platform, Harbour Mice ® , generates fully human monoclonal antibodies in both the conventional two heavy and two light chain (H2L2) format and the heavy chain-only (HCAb) format. Building upon HCAb antibodies, the HCAb-based immune cell engagers (HBICE ® ) bispecific antibody technology enables tumor-killing effects that traditional combination therapies cannot achieve. The HCAb-based Antibody Plus technology (HCAb PLUS TM ) provides comprehensive modality solutions for the development of innovative multi-specific medicines in different disease areas."".",Response,"bispecific antibodies, multispecific antibodies, ADCs, antibody fragments, BiTEs",Response,✅ 10 Results Found,Response,recIpjDBOYuUEaaCp,confirmed,❌ No Job Found,https://www.linkedin.com/company/harbour-biomed,People Search Updated,,,,,,,,,
"J-STAR Research, Inc.",,"Founded in 1996 J-STAR Research, Inc. is a contract process R&D and cGMP manufacturing organization serving as an outsourcing partner for the pharmaceutical and biotechnology industry.

Over the past 30 years, J-STAR has assembled a team of chemists, scientists and engineers committed to creatively solving complex and matrixed chemistry and formulation problems.",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"South Plainfield, New Jersey",New Jersey,South Plainfield,United States,jstar-research.com,https://www.linkedin.com/company/j-star-research-inc,"J-STAR Research, Inc.",137,1996,5715,Response,high,"From 'Overview and Case Study of Antibody Oligonucleotide Conjugates (AOC)' (AOC PDF): 'With the completion of the construction and production of four R&D and manufacturing sites in Minhang(Shanghai), Fengxian(Shanghai), Waigaoqiao(Shanghai), and New Jersey(USA) in the past two years, Porton has the ability to provide end-to-end CDMO services for AOC drugs and has accumulated experience in multiple AOC Drug, Payload-Linker and Oligonucleotide one-stop R&D and manufacturing projects.' Also: 'In addition to the oligonucleotide related services mentioned above, we have also accumulated rich project experience in AOC conjugation technology, covering various conjugation methods including traditional lysine and cysteine conjugation, enzyme catalyzed site-specific conjugation, and engineered cysteine modification.' From 'Navigating ADC Market Entry: Key Challenges and Solutions' page: 'An Antibody Drug Conjugate ... is formed when an active drug (the payload) is connected to an antibody using a linker' and the linked PDF notes an ADC R&D lead: 'Mr. Xu Jun ... Senior Manager, ADC R&D and Production ... possesses rich experience in the development of monoclonal antibody purification and conjugation processes ... and GMP scale-up manufacturing.'",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From 'Overview and Case Study of Antibody Oligonucleotide Conjugates (AOC)' (AOC PDF): 'With the completion of the construction and production of four R&D and manufacturing sites in Minhang(Shanghai), Fengxian(Shanghai), Waigaoqiao(Shanghai), and New Jersey(USA) in the past two years, Porton has the ability to provide end-to-end CDMO services for AOC drugs and has accumulated experience in multiple AOC Drug, Payload-Linker and Oligonucleotide one-stop R&D and manufacturing projects.' Also: 'In addition to the oligonucleotide related services mentioned above, we have also accumulated rich project experience in AOC conjugation technology, covering various conjugation methods including traditional lysine and cysteine conjugation, enzyme catalyzed site-specific conjugation, and engineered cysteine modification.' From 'Navigating ADC Market Entry: Key Challenges and Solutions' page: 'An Antibody Drug Conjugate ... is formed when an active drug (the payload) is connected to an antibody using a linker' and the linked PDF notes an ADC R&D lead: 'Mr. Xu Jun ... Senior Manager, ADC R&D and Production ... possesses rich experience in the development of monoclonal antibody purification and conjugation processes ... and GMP scale-up manufacturing.'.",Response,ADCs,Response,✅ 10 Results Found,Response,recQG0XM9UP9eCxIL,confirmed,❌ No Job Found,https://www.linkedin.com/company/j-star-research-inc,People Search Updated,,,,,,,,,
"WuXi AppTec, Laboratory Testing Division",,"As a global company with operations across Asia, Europe, and North America, WuXi AppTec provides a broad portfolio of R&D and manufacturing services that enable the global pharmaceutical and life sciences industry to advance discoveries and deliver groundbreaking treatments to patients. Through its unique business models, WuXi AppTec’s integrated, end-to-end services include chemistry drug CRDMO (Contract Research, Development and Manufacturing Organization), biology discovery, preclinical testing and clinical research services, advanced therapies CTDMO (Contract Testing, Development and Manufacturing Organization), helping customers improve the productivity of advancing healthcare products through cost-effective and efficient solutions. WuXi AppTec received an AA ESG rating from MSCI for the third consecutive year in 2023 and its open-access platform is enabling more than 6,000 customers from over 30 countries to improve the health of those in need – and to realize the vision that ""every drug can be made and every disease can be treated.“ 

Our state-of-the-art Laboratory Testing Division in New Jersey provides leading bioanalytical & drug metabolism contract research services to a global customer base of pharmaceutical, biotech & agrochemical firms.
Our bioanalytical services support a wide range of compounds-small & large molecules, new modalities including oligonucleotides, ADC, bispecific antibodies & more-from discovery to preclinical IND-enabling & regulated clinical studies. Capabilities include LC-MS/MS & immunochemistry platforms for GLP & non-GLP & customized Central Laboratory services to facilitate global clinical studies. 
Our comprehensive drug metabolism services are tailored to support the entire drug development cycle, from early discovery through IND-enabling to late-stage clinical development. Capabilities include in vivo pharmacokinetics, in vitro ADME, in vitro & in vivo biotransformation, & non-clinical radiolabel ADME (mass balance & QWBA).",Pharmaceutical Manufacturing,201-500 employees,Public Company,"Plainsboro, NJ",NJ,Plainsboro,United States,wuxiapptec.com,https://www.linkedin.com/company/laboratorytestingdivision,WuXi AppTec,4223,2000,86560,Response,high,"From the Antibody-Drug Conjugate page: ""Our end-to-end preclinical testing services cover the entire spectrum of ADCs, from discovery through IND and NDA, allowing developers to advance novel therapies further, faster.""; From the Bispecific Antibody blog: ""Bispecific T cell engagers"" (listing of bispecific mechanisms) ; From Discovery Biology 'antibody science' page: ""From antigen design and preparation to polyclonal antibody and monoclonal antibody service, including anti-drug antibodies (ADA), HCP antibodies, surrogate antibodies, diagnostic antibodies, and therapeutic antibody hits.""",CDMO service provider,yes,"CDMO service provider developing ADCs, bispecific antibodies, BiTEs. Verdict: yes (confidence: high). Evidence: From the Antibody-Drug Conjugate page: ""Our end-to-end preclinical testing services cover the entire spectrum of ADCs, from discovery through IND and NDA, allowing developers to advance novel therapies further, faster.""; From the Bispecific Antibody blog: ""Bispecific T cell engagers"" (listing of bispecific mechanisms) ; From Discovery Biology 'antibody science' page: ""From antigen design and preparation to polyclonal antibody and monoclonal antibody service, including anti-drug antibodies (ADA), HCP antibodies, surrogate antibodies, diagnostic antibodies, and therapeutic antibody hits."".",Response,"ADCs, bispecific antibodies, BiTEs",Response,✅ 3 Results Found,Response,recobk0jkf8bJ2lwa,confirmed,❌ No Job Found,https://www.linkedin.com/company/laboratorytestingdivision,People Search Updated,,,,,,,,,
LGM Pharma,,"LGM Pharma is a leading CDMO provider of comprehensive API sourcing and drug product contract development and manufacturing solutions to the pharmaceutical industry. We secure and optimize your supply chain with our extensive qualified API partner network, global drug product development and manufacturing facilities, and regulatory and market intelligence services delivering customized solutions that get your products to market faster. 
Full-service, expert support that accelerates the new product pathway. Now that’s smart.

• Established in 2005
• ISO 9001-2015 QMS certified company
• CGMP systems in accordance with ICH Q7
• Main business segments: R&D / Biotech / CDMO / Specialty Pharma Companies, New Drug Delivery Technologies (NDA/505b2) – with heavy concentration on injectables, transdermal, nasal, inhalation, ophthalmic & sublingual drug deliveries

Our products originate from our API manufacturing partner sites who are approved by the leading regulatory authorities, such as the US-FDA, EDQM, TGA, UK-MHRA, PMDA etc. 

LGM’s industry experience enables us to support our clients throughout the entire pathway of drug development, from discovery through commercial production. Based on the scale and scope of development projects with which we are involved, we are able to provide our customers with a seasoned perspective and valuable market insight.

LGM Pharma has enhanced its position as a leading supplier of newly approved APIs, including full technical documentation and regulatory support. 

Our Clients:
At LGM Pharma, our clients’ needs are our top priority, and we support our client base consisting of a diverse array of pharma companies, including:
• Contract Research, Development & Manufacturing Organizations
• Specialty Pharma and Novel Drug Delivery Systems
• R&D & Biotech Companies	
• Generic Pharma Companies
• Chemical Catalog Companies	
• OTC & Private Label Manufacturers
• Academic & Government Laboratories
• Pharmacy Compounding Industry",Pharmaceutical Manufacturing,51-200 employees,Privately Held,"Boca Raton, Florida",Florida,Boca Raton,United States,lgmpharma.com,https://www.linkedin.com/company/lgm-pharma,LGM Pharma,145,2005,5387,Response,high,"From the blog post ""How The Right CDMO Partner Can Ensure Your Antibody Drug Conjugate Project Is A Success"": ""Recently, we were approached to source a mAb for a startup biopharmaceutical company with a novel, patented ADC technology designed to enhance the effectiveness of the antibody drug conjugate. As a startup, the client lacked supply chain experience, and did not have the capability to formulate and manufacture the ultimate drug product. LGM not only sourced the mAb, but also identified a partner who could perform the formulation and manufacturing of the final ADC drug product on the client’s behalf.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the blog post ""How The Right CDMO Partner Can Ensure Your Antibody Drug Conjugate Project Is A Success"": ""Recently, we were approached to source a mAb for a startup biopharmaceutical company with a novel, patented ADC technology designed to enhance the effectiveness of the antibody drug conjugate. As a startup, the client lacked supply chain experience, and did not have the capability to formulate and manufacture the ultimate drug product. LGM not only sourced the mAb, but also identified a partner who could perform the formulation and manufacturing of the final ADC drug product on the client’s behalf."".",Response,ADCs,Response,✅ 10 Results Found,Response,rectXhK5paz4NCm8G,confirmed,❌ No Job Found,https://www.linkedin.com/company/lgm-pharma,People Search Updated,Mohammad Ali Riaz,,,,,,,,
Exela Pharma Sciences LLC,,"Exela Pharma Sciences, a fast-growing specialty pharmaceutical company, focuses on developing, manufacturing and marketing generic and proprietary injectable and sterile ophthalmic products that keep the healthcare provider and patient in mind. Our goal is to deliver high quality, affordable products that make a difference in people’s lives, and also meet the needs of the healthcare providers that treat them.

Exela targets the development and manufacturing of generic and proprietary injectable and sterile ophthalmic products with high barriers to market entry, via an Abbreviated New Drug Approval or 505(b)(2) regulatory pathway. We develop products that enhance the patient or provider experience such as easing the burden of administration, providing an improved safety profile, faster drug preparation, or  reduce drug waste. In other words, we strive to improve patient outcomes while reducing overall health care costs.",Pharmaceutical Manufacturing,"501-1,000 employees",Privately Held,"Lenoir, NC",NC,Lenoir,United States,exelapharma.com,https://www.linkedin.com/company/exela-pharma-sciences-llc,Exela Pharma Sciences LLC,341,2005,5186,Response,high,"From the CDMO Services page: ""Exela Pharma Sciences is a fully integrated large and small molecule sterile injectable development and manufacturing operation.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the CDMO Services page: ""Exela Pharma Sciences is a fully integrated large and small molecule sterile injectable development and manufacturing operation."".",Response,ADCs,Response,✅ 4 Results Found,Response,rec7mBWwG9CL2vbb6,confirmed,❌ No Job Found,https://www.linkedin.com/company/exela-pharma-sciences-llc,People Search Updated,,,,,,,,,
SAB BIO,,A clinical-stage biopharmaceutical company with a novel immunotherapy platform that is developing fully-human anti-thymocyte immunoglobulin (hIgG) for delaying the onset or progression of type 1 diabetes (T1D),Biotechnology Research,51-200 employees,Public Company,"Miami, FL",FL,Miami,United States,sab.bio,https://www.linkedin.com/company/sab-biotherapeutics,SAB BIO,86,,5094,Response,high,"From the Company Profile (About Us) page: ""SAB BIO is a clinical-stage biopharmaceutical company focused on developing multi-specific, high-potency, human immunoglobulin G (hIgG) to treat and prevent immune and autoimmune disorders... The company’s lead investigational candidate, SAB-142, is a multi-specific, fully human anti-thymocyte globulin (hATG) disease-modifying immunotherapy to delay the onset and progression of Stage 3 type 1 diabetes (T1D).""",developer,yes,"developer developing multispecific antibodies. Verdict: yes (confidence: high). Evidence: From the Company Profile (About Us) page: ""SAB BIO is a clinical-stage biopharmaceutical company focused on developing multi-specific, high-potency, human immunoglobulin G (hIgG) to treat and prevent immune and autoimmune disorders... The company’s lead investigational candidate, SAB-142, is a multi-specific, fully human anti-thymocyte globulin (hATG) disease-modifying immunotherapy to delay the onset and progression of Stage 3 type 1 diabetes (T1D)."".",Response,multispecific antibodies,Response,✅ 10 Results Found,Response,recH3R9tMk6kceDiq,confirmed,❌ No Job Found,https://www.linkedin.com/company/sab-biotherapeutics,People Search Updated,,,,,,,,,
Akston,,"We design, develop, and manufacture veterinary protein therapeutics. Akston exists to give pets the biotech they deserve in the form of therapies their families can afford. At Akston, we’re bringing pets up to speed: With two classes of protein therapies designed specifically for pets, we’re imagining a world where pet therapies are developed independent of human biotech. Because better treatments make for better bonds with the pets we love.",Biotechnology,51-200 employees,Privately Held,"Beverly, Massachusetts",Massachusetts,Beverly,United States,akston.com,https://www.linkedin.com/company/akston-biosciences-corporation,Akston,68,2011,4650,Response,high,"From the Akston homepage: ""Rather than simply adapt human solutions to pets, our Ambifect ® Fc-fusion protein platform supports species-specific development for targeted care."" From the Purdue press release / Akston news: ""Akston has received an exclusive option to license the anti-cPD-L1 mAb and will serve as a Contract Development and Manufacturing Organization (CDMO) to further develop and produce the antibody at its facility in Beverly, Massachusetts.""",developer,yes,"developer developing Fc-fusion proteins. Verdict: yes (confidence: high). Evidence: From the Akston homepage: ""Rather than simply adapt human solutions to pets, our Ambifect ® Fc-fusion protein platform supports species-specific development for targeted care."" From the Purdue press release / Akston news: ""Akston has received an exclusive option to license the anti-cPD-L1 mAb and will serve as a Contract Development and Manufacturing Organization (CDMO) to further develop and produce the antibody at its facility in Beverly, Massachusetts."".",Response,Fc-fusion proteins,Response,✅ 10 Results Found,Response,recohAa8Oh8eSARBW,confirmed,❌ No Job Found,https://www.linkedin.com/company/akston-biosciences-corporation,People Search Updated,,,,,,,,,
"Avance Biosciences, Inc.",,Avance Biosciences is a leading Contract Research Organization (CRO) and Contract Testing Organization (CTO) providing CGMP and GLP-compliant analytical and bioanalytical services to support drug development.,Biotechnology,51-200 employees,Privately Held,"Houston, Texas",Texas,Houston,United States,avancebio.com,https://www.linkedin.com/company/avance-biosciences-inc-,"Avance Biosciences, Inc.",54,2010,4392,Response,high,"From the Home page: ""We provide comprehensive analytical solutions for various drug and biologics modalities, including gene therapies, cell therapies, vaccines, mAbs, ADCs, proteins, and small molecule drugs.""",CDMO service provider,yes,"CDMO service provider developing ADCs. Verdict: yes (confidence: high). Evidence: From the Home page: ""We provide comprehensive analytical solutions for various drug and biologics modalities, including gene therapies, cell therapies, vaccines, mAbs, ADCs, proteins, and small molecule drugs."".",Response,ADCs,Response,✅ 3 Results Found,Response,recIbhsz3N2gCdVPT,confirmed,❌ No Job Found,https://www.linkedin.com/company/avance-biosciences-inc-,People Search Updated,,,,,,,,,
